FspId,FspX,FspY,SegId,FilledElev,DsDist,StrOrd
32,-61388.2057939356,1799887.9445651,2,342.236846923828,30957.181797310954,3
33,-61378.2057939356,1799877.9445651,2,342.236846923828,30943.039661687224,3
34,-61368.2057939356,1799867.9445651,2,342.236846923828,30928.897526063494,3
35,-61368.2057939356,1799857.9445651,2,342.236846923828,30918.897526063494,3
36,-61368.2057939356,1799847.9445651,2,342.236846923828,30908.897526063494,3
37,-61368.2057939356,1799837.9445651,2,341.995452880859,30898.897526063494,3
38,-61368.2057939356,1799827.9445651,2,341.920501708984,30888.897526063494,3
39,-61368.2057939356,1799817.9445651,2,341.920501708984,30878.897526063494,3
40,-61368.2057939356,1799807.9445651,2,341.920501708984,30868.897526063494,3
41,-61368.2057939356,1799797.9445651,2,341.920501708984,30858.897526063494,3
42,-61368.2057939356,1799787.9445651,2,341.920501708984,30848.897526063494,3
43,-61368.2057939356,1799777.9445651,2,341.920501708984,30838.897526063494,3
44,-61368.2057939356,1799767.9445651,2,341.920501708984,30828.897526063494,3
45,-61368.2057939356,1799757.9445651,2,341.920501708984,30818.897526063494,3
