FspId,FspX,FspY,SegId,FilledElev
1721,-53078.2057939356,1795747.9445651,12,313.287994384766
1722,-53068.2057939356,1795737.9445651,12,313.287994384766
1723,-53058.2057939356,1795727.9445651,12,313.287994384766
1724,-53048.2057939356,1795717.9445651,12,313.287994384766
1725,-53038.2057939356,1795717.9445651,12,313.287994384766
1726,-53028.2057939356,1795717.9445651,12,313.287994384766
1727,-53018.2057939356,1795727.9445651,12,313.287994384766
1728,-53008.2057939356,1795737.9445651,12,313.287994384766
1729,-53008.2057939356,1795747.9445651,12,313.287994384766
1730,-52998.2057939356,1795757.9445651,12,313.202392578125
1731,-52988.2057939356,1795767.9445651,12,313.202392578125
1732,-52988.2057939356,1795777.9445651,12,313.202392578125
1733,-52978.2057939356,1795787.9445651,12,313.202392578125
1734,-52978.2057939356,1795797.9445651,12,313.202392578125
1735,-52978.2057939356,1795807.9445651,12,313.202392578125
1736,-52978.2057939356,1795817.9445651,12,313.202392578125
1737,-52978.2057939356,1795827.9445651,12,313.202392578125
1738,-52978.2057939356,1795837.9445651,12,313.202392578125
1739,-52978.2057939356,1795847.9445651,12,313.202392578125
1740,-52978.2057939356,1795857.9445651,12,313.202392578125
1741,-52978.2057939356,1795867.9445651,12,313.202392578125
1742,-52978.2057939356,1795877.9445651,12,313.202392578125
1743,-52978.2057939356,1795887.9445651,12,313.202392578125
1744,-52978.2057939356,1795897.9445651,12,313.202392578125
1745,-52978.2057939356,1795907.9445651,12,313.202392578125
1746,-52978.2057939356,1795917.9445651,12,313.202392578125
1747,-52988.2057939356,1795927.9445651,12,313.202392578125
1748,-52998.2057939356,1795927.9445651,12,313.202392578125
1749,-53008.2057939356,1795927.9445651,12,313.202392578125
1750,-53018.2057939356,1795927.9445651,12,313.202392578125
1751,-53028.2057939356,1795927.9445651,12,313.202392578125
1752,-53038.2057939356,1795917.9445651,12,313.202392578125
1753,-53048.2057939356,1795917.9445651,12,313.202392578125
